ED,Name,Min,Max
0,4 AVE,NA,NA
0,5 AVE,NA,NA
0,8 AVE,NA,NA
0,AVE A,NA,NA
0,AVE B,NA,NA
0,AVE C,213,291
0,AVE D,NA,NA
0,BATTERY PL,NA,NA
0,BROADWAY,NA,NA
0,CENTRAL PARK NORTH,NA,NA
0,CENTRAL PARK SOUTH,NA,NA
0,CENTRE,1,13
0,CHAMBERS,NA,NA
0,COLUMBUS CIR,NA,NA
0,E 10,NA,NA
0,E 120,NA,NA
0,E 124,NA,NA
0,E 13,700,747
0,E 14,NA,NA
0,E 15,700,805
0,E 16,700,805
0,E 17,NA,NA
0,E 7,NA,NA
0,EAST,NA,NA
0,MADISON AVE,NA,NA
0,MOUNT MORRIS W PARK,NA,NA
0,NASSAU,NA,NA
0,PARK ROW,NA,NA
0,S WASHINGTON SQ,NA,NA
0,SOUTH,NA,NA
0,SPRUCE,NA,NA
0,STATE,NA,NA
0,UNION W SQ,NA,NA
0,W 110,NA,NA
0,W 120,NA,NA
0,W 124,NA,NA
0,WASHINGTON E SQ,NA,NA
0,WASHINGTON N SQ,NA,NA
0,WASHINGTON SQ,NA,NA
0,WASHINGTON W SQ,NA,NA
0,WHITEHALL,NA,NA
1,BATTERY PL,NA,NA
1,BEAVER,1,58
1,BOWLING GREEN,NA,NA
1,BRG,1,40
1,BROAD,NA,NA
1,BROADWAY,NA,NA
1,CASTLE PARK,NA,NA
1,COENTIES ALY,NA,NA
1,COENTIES SLIP,NA,NA
1,CUYLERS ALY,NA,NA
1,FRONT,NA,NA
1,GREENWICH,NA,NA
1,HANOVER SQ,NA,NA
1,MARKETFIELD,1,31
1,MILL LN,NA,NA
1,MOORE,1,37
1,NEW,NA,NA
1,OLD SL,NA,NA
1,OLD SLIP,NA,NA
1,PEARL,1,106
1,PIER 1,NA,NA
1,PIER 2,NA,NA
1,PIER 3,NA,NA
1,S WILLIAM,1,43
1,SOUTH,NA,NA
1,STATE,NA,NA
1,STONE,1,70
1,WASHINGTON,NA,NA
1,WATER,NA,NA
1,WHITEHALL,NA,NA
1,WILLIAM,1,10
2,1 LN,NA,NA
2,2 LN,NA,NA
2,3 LN,NA,NA
2,4 LN,NA,NA
2,ARTHUR,NA,NA
2,BATTERY PL,NA,NA
2,BEAVER,NA,NA
2,BERRIAN AVE,NA,NA
2,BOWLING GREEN,NA,NA
2,BROADWAY,NA,NA
2,BROADWAY AVE,NA,NA
2,CAMBRELING AVE,NA,NA
2,CENTRAL AVE,NA,NA
2,COLLEGE,NA,NA
2,DELANCY PL,NA,NA
2,EDGAR,NA,NA
2,ELLIS ISLAND,NA,NA
2,EXCHANGE ALY,NA,NA
2,EXCHANGE PL,NA,NA
2,FORDHAM RD,NA,NA
2,FREDRICH,NA,NA
2,GOVERNORS ISLAND,NA,NA
2,GREENWICH,1,92
2,ISAAC,NA,NA
2,JACOB PL,NA,NA
2,JEROME PARK,NA,NA
2,KINGSBRIDGE,NA,NA
2,KINGSBRIDGE RD,NA,NA
2,LEXINGTON AVE,NA,NA
2,LORILLARD,NA,NA
2,LORILLARD TER,NA,NA
2,MAIN,NA,NA
2,MARION AVE,NA,NA
2,MORRIS,1,11
2,MOSHOLU AVE,NA,NA
2,N JOHN,NA,NA
2,NEW CHURCH,65,127
2,OLIVER,NA,NA
2,ORCHARD CT,NA,NA
2,PROSPECT AVE N,NA,NA
2,PYNE,NA,NA
2,RAILROAD AVE,NA,NA
2,RECTOR,1,12
2,RIDGE,NA,NA
2,SOUTHERN BLVD,NA,NA
2,STATE,NA,NA
2,TAYLOR AVE,NA,NA
2,THOMAS AVE,NA,NA
2,TREBOUT AVE,NA,NA
2,WALTON PL,NA,NA
2,WILLIAM,NA,NA
2,WILLIAMSBRIDGE,NA,NA
2,WILLIAMSBRIDGE RD,NA,NA
3,BATTERY PL,NA,NA
3,GREENWICH,1,40
3,MORRIS,10,15
3,NEW CHURCH,NA,NA
3,WASHINGTON,1,39
4,BATTERY PL,NA,NA
4,MORRIS,16,27
4,RECTOR,23,36
4,WASHINGTON,1,97
4,WEST,NA,NA
5,EDGAR,NA,NA
5,GREENWICH,41,92
5,MORRIS,10,15
5,NEW CHURCH,NA,NA
5,RECTOR,13,22
5,WASHINGTON,40,97
6,ALBANY,1,24
6,CARLISLE,1,17
6,GREENWICH,91,123
6,RECTOR,13,36
6,WASHINGTON,94,131
6,WEST,NA,NA
7,ALBANY,1,24
7,CEDAR,120,159
7,GREENWICH,124,151
7,LIBERTY,126,148
7,THAMES,NA,NA
7,WASHINGTON,132,154
7,WEST,NA,NA
8,ALBANY,NA,NA
8,BROADWAY,75,148
8,CARLISLE,NA,NA
8,CEDAR,91,127
8,GREENWICH,91,151
8,LIBERTY,77,125
8,NEW CHURCH,37,82
8,PINE,NA,NA
8,RECTOR,1,12
8,TEMPLE,1,12
8,THAMES,1,29
8,WALL,NA,NA
9,BEAVER,1,95
9,BROAD,1,68
9,BROADWAY,NA,NA
9,CEDAR,1,90
9,DE PEYSTER,13,38
9,DEPEYSTER,1,12
9,EXCHANGE ALY,NA,NA
9,EXCHANGE CT,NA,NA
9,EXCHANGE PL,14,77
9,FLETCHER,NA,NA
9,FRONT,NA,NA
9,GOLD,NA,NA
9,GOUVERNEUR LN,1,29
9,HANOVER,NA,NA
9,HANOVER SQ,NA,NA
9,JAUNCEY CT,NA,NA
9,JONES LN,1,9
9,LIBERTY,1,76
9,LIBERTY PL,NA,NA
9,LORDS CT,NA,NA
9,MAIDEN LN,80,169
9,MORRIS,NA,NA
9,NASSAU,1,39
9,NEW,1,86
9,OLD SL,NA,NA
9,OLD SLIP,NA,NA
9,PEARL,NA,NA
9,PIER 12,NA,NA
9,PIER 13,NA,NA
9,PIER 15,NA,NA
9,PIER 17,NA,NA
9,PIER 18,NA,NA
9,PINE,1,100
9,RECTOR,NA,NA
9,S WILLIAM,NA,NA
9,SOUTH,NA,NA
9,STONE,NA,NA
9,WALL,1,120
